TN,JACKSON,Jackson,TN | JACKSON,47087
TN,JEFFERSON,Jefferson,TN | JEFFERSON,47089
TN,JOHNSON,Johnson,TN | JOHNSON,47091
TN,KNOX,Knox,TN | KNOX,47093
TN,LAKE,Lake,TN | LAKE,47095
TN,LAUDERDALE,Lauderdale,TN | LAUDERDALE,47097
TN,LAWRENCE,Lawrence,TN | LAWRENCE,47099
TN,LEWIS,Lewis,TN | LEWIS,47101
TN,LINCOLN,Lincoln,TN | LINCOLN,47103
TN,LOUDON,Loudon,TN | LOUDON,47105
TN,MACON,Macon,TN | MACON,47111
TN,MADISON,Madison,TN | MADISON,47113
TN,MARION,Marion,TN | MARION,47115
TN,MARSHALL,Marshall,TN | MARSHALL,47117
TN,MAURY,Maury,TN | MAURY,47119
TN,MCMINN,McMinn,TN | MCMINN,47107
TN,MCNAIRY,McNairy,TN | MCNAIRY,47109
TN,MEIGS,Meigs,TN | MEIGS,47121
TN,MONROE,Monroe,TN | MONROE,47123
TN,MONTGOMERY,Montgomery,TN | MONTGOMERY,47125
TN,MOORE,Moore,TN | MOORE,47127
TN,MORGAN,Morgan,TN | MORGAN,47129
TN,OBION,Obion,TN | OBION,47131
TN,OVERTON,Overton,TN | OVERTON,47133
TN,PERRY,Perry,TN | PERRY,47135
TN,PICKETT,Pickett,TN | PICKETT,47137
TN,POLK,Polk,TN | POLK,47139
TN,PUTNAM,Putnam,TN | PUTNAM,47141
TN,RHEA,Rhea,TN | RHEA,47143
TN,ROANE,Roane,TN | ROANE,47145
TN,ROBERTSON,Robertson,TN | ROBERTSON,47147
TN,RUTHERFORD,Rutherford,TN | RUTHERFORD,47149
TN,SCOTT,Scott,TN | SCOTT,47151
TN,SEQUATCHIE,Sequatchie,TN | SEQUATCHIE,47153
TN,SEVIER,Sevier,TN | SEVIER,47155
TN,SHELBY,Shelby,TN | SHELBY,47157
TN,SMITH,Smith,TN | SMITH,47159
TN,STEWART,Stewart,TN | STEWART,47161
TN,SULLIVAN,Sullivan,TN | SULLIVAN,47163
TN,SUMNER,Sumner,TN | SUMNER,47165
TN,TIPTON,Tipton,TN | TIPTON,47167
TN,TROUSDALE,Trousdale,TN | TROUSDALE,47169
TN,UNICOI,Unicoi,TN | UNICOI,47171
TN,UNION,Union,TN | UNION,47173
TN,VAN BUREN,Van Buren,TN | VAN BUREN,47175
TN,WARREN,Warren,TN | WARREN,47177
TN,WASHINGTON,Washington,TN | WASHINGTON,47179
TN,WAYNE,Wayne,TN | WAYNE,47181
TN,WEAKLEY,Weakley,TN | WEAKLEY,47183
TN,WHITE,White,TN | WHITE,47185
TN,WILLIAMSON,Williamson,TN | WILLIAMSON,47187
TN,WILSON,Wilson,TN | WILSON,47189
TX,ANDERSON,Anderson,TX | ANDERSON,48001
TX,ANDREWS,Andrews,TX | ANDREWS,48003
TX,ANGELINA,Angelina,TX | ANGELINA,48005
TX,ARANSAS,Aransas,TX | ARANSAS,48007
TX,ARCHER,Archer,TX | ARCHER,48009
TX,ARMSTRONG,Armstrong,TX | ARMSTRONG,48011
TX,ATASCOSA,Atascosa,TX | ATASCOSA,48013
TX,AUSTIN,Austin,TX | AUSTIN,48015
TX,BAILEY,Bailey,TX | BAILEY,48017
TX,BANDERA,Bandera,TX | BANDERA,48019
TX,BASTROP,Bastrop,TX | BASTROP,48021
TX,BAYLOR,Baylor,TX | BAYLOR,48023
TX,BEE,Bee,TX | BEE,48025
TX,BELL,Bell,TX | BELL,48027
TX,BEXAR,Bexar,TX | BEXAR,48029
TX,BLANCO,Blanco,TX | BLANCO,48031
TX,BORDEN,Borden,TX | BORDEN,48033
TX,BOSQUE,Bosque,TX | BOSQUE,48035
TX,BOWIE,Bowie,TX | BOWIE,48037
TX,BRAZORIA,Brazoria,TX | BRAZORIA,48039
TX,BRAZOS,Brazos,TX | BRAZOS,48041
TX,BREWSTER,Brewster,TX | BREWSTER,48043
TX,BRISCOE,Briscoe,TX | BRISCOE,48045
TX,BROOKS,Brooks,TX | BROOKS,48047
TX,BROWN,Brown,TX | BROWN,48049
TX,BURLESON,Burleson,TX | BURLESON,48051
TX,BURNET,Burnet,TX | BURNET,48053
TX,CALDWELL,Caldwell,TX | CALDWELL,48055
TX,CALHOUN,Calhoun,TX | CALHOUN,48057
TX,CALLAHAN,Callahan,TX | CALLAHAN,48059
TX,CAMERON,Cameron,TX | CAMERON,48061
TX,CAMP,Camp,TX | CAMP,48063
TX,CARSON,Carson,TX | CARSON,48065
TX,CASS,Cass,TX | CASS,48067
TX,CASTRO,Castro,TX | CASTRO,48069
TX,CHAMBERS,Chambers,TX | CHAMBERS,48071
TX,CHEROKEE,Cherokee,TX | CHEROKEE,48073
TX,CHILDRESS,Childress,TX | CHILDRESS,48075
TX,CLAY,Clay,TX | CLAY,48077
TX,COCHRAN,Cochran,TX | COCHRAN,48079
TX,COKE,Coke,TX | COKE,48081
TX,COLEMAN,Coleman,TX | COLEMAN,48083
TX,COLLIN,Collin,TX | COLLIN,48085
TX,COLLINGSWORTH,Collingsworth,TX | COLLINGSWORTH,48087
TX,COLORADO,Colorado,TX | COLORADO,48089
TX,COMAL,Comal,TX | COMAL,48091
TX,COMANCHE,Comanche,TX | COMANCHE,48093
TX,CONCHO,Concho,TX | CONCHO,48095
TX,COOKE,Cooke,TX | COOKE,48097
TX,CORYELL,Coryell,TX | CORYELL,48099
TX,COTTLE,Cottle,TX | COTTLE,48101
TX,CRANE,Crane,TX | CRANE,48103
TX,CROCKETT,Crockett,TX | CROCKETT,48105
TX,CROSBY,Crosby,TX | CROSBY,48107
TX,CULBERSON,Culberson,TX | CULBERSON,48109
TX,DALLAM,Dallam,TX | DALLAM,48111
TX,DALLAS,Dallas,TX | DALLAS,48113
TX,DAWSON,Dawson,TX | DAWSON,48115
TX,DE WITT,DeWitt,TX | DEWITT,48123
TX,DEAF SMITH,Deaf Smith,TX | DEAF SMITH,48117
TX,DELTA,Delta,TX | DELTA,48119
TX,DENTON,Denton,TX | DENTON,48121
TX,DICKENS,Dickens,TX | DICKENS,48125
TX,DIMMIT,Dimmit,TX | DIMMIT,48127
TX,DONLEY,Donley,TX | DONLEY,48129
TX,DUVAL,Duval,TX | DUVAL,48131
TX,EASTLAND,Eastland,TX | EASTLAND,48133
TX,ECTOR,Ector,TX | ECTOR,48135
TX,EDWARDS,Edwards,TX | EDWARDS,48137
TX,EL PASO,El Paso,TX | EL PASO,48141
TX,ELLIS,Ellis,TX | ELLIS,48139
TX,ERATH,Erath,TX | ERATH,48143
TX,FALLS,Falls,TX | FALLS,48145
TX,FANNIN,Fannin,TX | FANNIN,48147
TX,FAYETTE,Fayette,TX | FAYETTE,48149
TX,FISHER,Fisher,TX | FISHER,48151
TX,FLOYD,Floyd,TX | FLOYD,48153
TX,FOARD,Foard,TX | FOARD,48155
TX,FORT BEND,Fort Bend,TX | FORT BEND,48157
TX,FRANKLIN,Franklin,TX | FRANKLIN,48159
TX,FREESTONE,Freestone,TX | FREESTONE,48161
TX,FRIO,Frio,TX | FRIO,48163
TX,GAINES,Gaines,TX | GAINES,48165
TX,GALVESTON,Galveston,TX | GALVESTON,48167
TX,GARZA,Garza,TX | GARZA,48169
TX,GILLESPIE,Gillespie,TX | GILLESPIE,48171
TX,GLASSCOCK,Glasscock,TX | GLASSCOCK,48173
TX,GOLIAD,Goliad,TX | GOLIAD,48175
TX,GONZALES,Gonzales,TX | GONZALES,48177
TX,GRAY,Gray,TX | GRAY,48179
TX,GRAYSON,Grayson,TX | GRAYSON,48181
TX,GREGG,Gregg,TX | GREGG,48183
TX,GRIMES,Grimes,TX | GRIMES,48185
TX,GUADALUPE,Guadalupe,TX | GUADALUPE,48187
TX,HALE,Hale,TX | HALE,48189
TX,HALL,Hall,TX | HALL,48191
TX,HAMILTON,Hamilton,TX | HAMILTON,48193
TX,HANSFORD,Hansford,TX | HANSFORD,48195
TX,HARDEMAN,Hardeman,TX | HARDEMAN,48197
TX,HARDIN,Hardin,TX | HARDIN,48199
TX,HARRIS,Harris,TX | HARRIS,48201
TX,HARRISON,Harrison,TX | HARRISON,48203
TX,HARTLEY,Hartley,TX | HARTLEY,48205
TX,HASKELL,Haskell,TX | HASKELL,48207
TX,HAYS,Hays,TX | HAYS,48209
TX,HEMPHILL,Hemphill,TX | HEMPHILL,48211
TX,HENDERSON,Henderson,TX | HENDERSON,48213
TX,HIDALGO,Hidalgo,TX | HIDALGO,48215
TX,HILL,Hill,TX | HILL,48217
TX,HOCKLEY,Hockley,TX | HOCKLEY,48219
TX,HOOD,Hood,TX | HOOD,48221
TX,HOPKINS,Hopkins,TX | HOPKINS,48223
TX,HOUSTON,Houston,TX | HOUSTON,48225
TX,HOWARD,Howard,TX | HOWARD,48227
TX,HUDSPETH,Hudspeth,TX | HUDSPETH,48229
TX,HUNT,Hunt,TX | HUNT,48231
TX,HUTCHINSON,Hutchinson,TX | HUTCHINSON,48233
TX,IRION,Irion,TX | IRION,48235
TX,JACK,Jack,TX | JACK,48237
TX,JACKSON,Jackson,TX | JACKSON,48239
TX,JASPER,Jasper,TX | JASPER,48241
TX,JEFF DAVIS,Jeff Davis,TX | JEFF DAVIS,48243
TX,JEFFERSON,Jefferson,TX | JEFFERSON,48245
TX,JIM HOGG,Jim Hogg,TX | JIM HOGG,48247
TX,JIM WELLS,Jim Wells,TX | JIM WELLS,48249
TX,JOHNSON,Johnson,TX | JOHNSON,48251
TX,JONES,Jones,TX | JONES,48253
TX,KARNES,Karnes,TX | KARNES,48255
TX,KAUFMAN,Kaufman,TX | KAUFMAN,48257
TX,KENDALL,Kendall,TX | KENDALL,48259
TX,KENEDY,Kenedy,TX | KENEDY,48261
TX,KENT,Kent,TX | KENT,48263
TX,KERR,Kerr,TX | KERR,48265
TX,KIMBLE,Kimble,TX | KIMBLE,48267
TX,KING,King,TX | KING,48269
TX,KINNEY,Kinney,TX | KINNEY,48271
TX,KLEBERG,Kleberg,TX | KLEBERG,48273
TX,KNOX,Knox,TX | KNOX,48275
TX,LA SALLE,La Salle,TX | LA SALLE,48283
TX,LAMAR,Lamar,TX | LAMAR,48277
TX,LAMB,Lamb,TX | LAMB,48279
TX,LAMPASAS,Lampasas,TX | LAMPASAS,48281
TX,LAVACA,Lavaca,TX | LAVACA,48285
TX,LEE,Lee,TX | LEE,48287
TX,LEON,Leon,TX | LEON,48289
TX,LIBERTY,Liberty,TX | LIBERTY,48291
TX,LIMESTONE,Limestone,TX | LIMESTONE,48293
TX,LIPSCOMB,Lipscomb,TX | LIPSCOMB,48295
TX,LIVE OAK,Live Oak,TX | LIVE OAK,48297
TX,LLANO,Llano,TX | LLANO,48299
TX,LUBBOCK,Lubbock,TX | LUBBOCK,48303
TX,LYNN,Lynn,TX | LYNN,48305
TX,MADISON,Madison,TX | MADISON,48313
TX,MARION,Marion,TX | MARION,48315
TX,MARTIN,Martin,TX | MARTIN,48317
TX,MASON,Mason,TX | MASON,48319
TX,MATAGORDA,Matagorda,TX | MATAGORDA,48321
TX,MAVERICK,Maverick,TX | MAVERICK,48323
TX,MCCULLOCH,McCulloch,TX | MCCULLOCH,48307
TX,MCLENNAN,McLennan,TX | MCLENNAN,48309
TX,MCMULLEN,McMullen,TX | MCMULLEN,48311
TX,MEDINA,Medina,TX | MEDINA,48325
TX,MENARD,Menard,TX | MENARD,48327
TX,MIDLAND,Midland,TX | MIDLAND,48329
TX,MILAM,Milam,TX | MILAM,48331
TX,MILLS,Mills,TX | MILLS,48333
TX,MITCHELL,Mitchell,TX | MITCHELL,48335
TX,MONTAGUE,Montague,TX | MONTAGUE,48337
TX,MONTGOMERY,Montgomery,TX | MONTGOMERY,48339
TX,MOORE,Moore,TX | MOORE,48341
TX,MORRIS,Morris,TX | MORRIS,48343
TX,MOTLEY,Motley,TX | MOTLEY,48345
TX,NACOGDOCHES,Nacogdoches,TX | NACOGDOCHES,48347
TX,NAVARRO,Navarro,TX | NAVARRO,48349
TX,NEWTON,Newton,TX | NEWTON,48351
TX,NOLAN,Nolan,TX | NOLAN,48353
TX,NUECES,Nueces,TX | NUECES,48355
TX,OCHILTREE,Ochiltree,TX | OCHILTREE,48357
TX,OLDHAM,Oldham,TX | OLDHAM,48359
TX,ORANGE,Orange,TX | ORANGE,48361
TX,PALO PINTO,Palo Pinto,TX | PALO PINTO,48363
TX,PANOLA,Panola,TX | PANOLA,48365
TX,PARKER,Parker,TX | PARKER,48367
TX,PARMER,Parmer,TX | PARMER,48369
TX,PECOS,Pecos,TX | PECOS,48371
TX,POLK,Polk,TX | POLK,48373
TX,POTTER,Potter,TX | POTTER,48375
TX,PRESIDIO,Presidio,TX | PRESIDIO,48377
TX,RAINS,Rains,TX | RAINS,48379
TX,RANDALL,Randall,TX | RANDALL,48381
TX,REAGAN,Reagan,TX | REAGAN,48383
TX,REAL,Real,TX | REAL,48385
TX,RED RIVER,Red River,TX | RED RIVER,48387
TX,REEVES,Reeves,TX | REEVES,48389
TX,REFUGIO,Refugio,TX | REFUGIO,48391
TX,ROBERTS,Roberts,TX | ROBERTS,48393
TX,ROBERTSON,Robertson,TX | ROBERTSON,48395
TX,ROCKWALL,Rockwall,TX | ROCKWALL,48397
TX,RUNNELS,Runnels,TX | RUNNELS,48399
TX,RUSK,Rusk,TX | RUSK,48401
TX,SABINE,Sabine,TX | SABINE,48403
TX,SAN AUGUSTINE,San Augustine,TX | SAN AUGUSTINE,48405
TX,SAN JACINTO,San Jacinto,TX | SAN JACINTO,48407
TX,SAN PATRICIO,San Patricio,TX | SAN PATRICIO,48409
TX,SAN SABA,San Saba,TX | SAN SABA,48411
TX,SCHLEICHER,Schleicher,TX | SCHLEICHER,48413
TX,SCURRY,Scurry,TX | SCURRY,48415
TX,SHACKELFORD,Shackelford,TX | SHACKELFORD,48417
TX,SHELBY,Shelby,TX | SHELBY,48419
TX,SHERMAN,Sherman,TX | SHERMAN,48421
TX,SMITH,Smith,TX | SMITH,48423
TX,SOMERVELL,Somervell,TX | SOMERVELL,48425
TX,STARR,Starr,TX | STARR,48427
TX,STEPHENS,Stephens,TX | STEPHENS,48429
TX,STERLING,Sterling,TX | STERLING,48431
TX,STONEWALL,Stonewall,TX | STONEWALL,48433
TX,SUTTON,Sutton,TX | SUTTON,48435
TX,SWISHER,Swisher,TX | SWISHER,48437
TX,TARRANT,Tarrant,TX | TARRANT,48439
TX,TAYLOR,Taylor,TX | TAYLOR,48441
TX,TERRELL,Terrell,TX | TERRELL,48443
TX,TERRY,Terry,TX | TERRY,48445
TX,THROCKMORTON,Throckmorton,TX | THROCKMORTON,48447
TX,TITUS,Titus,TX | TITUS,48449
TX,TOM GREEN,Tom Green,TX | TOM GREEN,48451
TX,TRAVIS,Travis,TX | TRAVIS,48453
TX,TRINITY,Trinity,TX | TRINITY,48455
TX,TYLER,Tyler,TX | TYLER,48457
TX,UPSHUR,Upshur,TX | UPSHUR,48459
TX,UPTON,Upton,TX | UPTON,48461
TX,UVALDE,Uvalde,TX | UVALDE,48463
TX,VAL VERDE,Val Verde,TX | VAL VERDE,48465
TX,VAN ZANDT,Van Zandt,TX | VAN ZANDT,48467
TX,VICTORIA,Victoria,TX | VICTORIA,48469
TX,WALKER,Walker,TX | WALKER,48471
TX,WALLER,Waller,TX | WALLER,48473
TX,WARD,Ward,TX | WARD,48475
TX,WASHINGTON,Washington,TX | WASHINGTON,48477
TX,WEBB,Webb,TX | WEBB,48479
TX,WHARTON,Wharton,TX | WHARTON,48481
TX,WHEELER,Wheeler,TX | WHEELER,48483
TX,WICHITA,Wichita,TX | WICHITA,48485
TX,WILBARGER,Wilbarger,TX | WILBARGER,48487
TX,WILLACY,Willacy,TX | WILLACY,48489
TX,WILLIAMSON,Williamson,TX | WILLIAMSON,48491
TX,WILSON,Wilson,TX | WILSON,48493
TX,WINKLER,Winkler,TX | WINKLER,48495
TX,WISE,Wise,TX | WISE,48497
TX,WOOD,Wood,TX | WOOD,48499
TX,YOAKUM,Yoakum,TX | YOAKUM,48501
TX,YOUNG,Young,TX | YOUNG,48503
TX,ZAPATA,Zapata,TX | ZAPATA,48505
TX,ZAVALA,Zavala,TX | ZAVALA,48507
UT,BEAVER,Beaver,UT | BEAVER,49001
UT,BOX ELDER,Box Elder,UT | BOX ELDER,49003
UT,CACHE,Cache,UT | CACHE,49005
UT,CARBON,Carbon,UT | CARBON,49007
UT,DAGGETT,Daggett,UT | DAGGETT,49009
UT,DAVIS,Davis,UT | DAVIS,49011
UT,DUCHESNE,Duchesne,UT | DUCHESNE,49013
UT,EMERY,Emery,UT | EMERY,49015
UT,GARFIELD,Garfield,UT | GARFIELD,49017
UT,GRAND,Grand,UT | GRAND,49019
UT,IRON,Iron,UT | IRON,49021
UT,JUAB,Juab,UT | JUAB,49023
UT,KANE,Kane,UT | KANE,49025
UT,MILLARD,Millard,UT | MILLARD,49027
UT,MORGAN,Morgan,UT | MORGAN,49029
UT,PIUTE,Piute,UT | PIUTE,49031
UT,RICH,Rich,UT | RICH,49033
UT,SALT LAKE,Salt Lake,UT | SALT LAKE,49035
UT,SAN JUAN,San Juan,UT | SAN JUAN,49037
UT,SANPETE,Sanpete,UT | SANPETE,49039
UT,SEVIER,Sevier,UT | SEVIER,49041
UT,SUMMIT,Summit,UT | SUMMIT,49043
UT,TOOELE,Tooele,UT | TOOELE,49045
UT,UINTAH,Uintah,UT | UINTAH,49047
UT,UTAH,Utah,UT | UTAH,49049
UT,WASATCH,Wasatch,UT | WASATCH,49051
UT,WASHINGTON,Washington,UT | WASHINGTON,49053
UT,WAYNE,Wayne,UT | WAYNE,49055
UT,WEBER,Weber,UT | WEBER,49057
VA,ACCOMACK,Accomack,VA | ACCOMACK,51001
VA,ALBEMARLE,Albemarle,VA | ALBEMARLE,51003
VA,ALEXANDRIA CITY,Alexandria city,VA | ALEXANDRIA CITY,51510
VA,ALLEGHANY,Alleghany,VA | ALLEGHANY,51005
VA,AMELIA,Amelia,VA | AMELIA,51007
VA,AMHERST,Amherst,VA | AMHERST,51009
VA,APPOMATTOX,Appomattox,VA | APPOMATTOX,51011
VA,ARLINGTON,Arlington,VA | ARLINGTON,51013
VA,AUGUSTA,Augusta,VA | AUGUSTA,51015
VA,BATH,Bath,VA | BATH,51017
VA,BEDFORD,Bedford,VA | BEDFORD,51019
VA,BLAND,Bland,VA | BLAND,51021
VA,BOTETOURT,Botetourt,VA | BOTETOURT,51023
VA,BRISTOL,Bristol city,VA | BRISTOL CITY,51520
VA,BRUNSWICK,Brunswick,VA | BRUNSWICK,51025
VA,BUCHANAN,Buchanan,VA | BUCHANAN,51027
VA,BUCKINGHAM,Buckingham,VA | BUCKINGHAM,51029
VA,BUENA VISTA CITY,Buena Vista city,VA | BUENA VISTA CITY,51530
VA,CAMPBELL,Campbell,VA | CAMPBELL,51031
VA,CAROLINE,Caroline,VA | CAROLINE,51033
VA,CARROLL,Carroll,VA | CARROLL,51035
VA,CHARLES CITY,Charles City,VA | CHARLES CITY,51036
VA,CHARLOTTE,Charlotte,VA | CHARLOTTE,51037
VA,CHARLOTTESVILLE CITY,Charlottesville city,VA | CHARLOTTESVILLE CITY,51540
VA,CHESAPEAKE CITY,Chesapeake city,VA | CHESAPEAKE CITY,51550
VA,CHESTERFIELD,Chesterfield,VA | CHESTERFIELD,51041
VA,CLARKE,Clarke,VA | CLARKE,51043
VA,COLONIAL HEIGHTS CITY,Colonial Heights city,VA | COLONIAL HEIGHTS CITY,51570
VA,COVINGTON CITY,Covington city,VA | COVINGTON CITY,51580
VA,CRAIG,Craig,VA | CRAIG,51045
VA,CULPEPER,Culpeper,VA | CULPEPER,51047
VA,CUMBERLAND,Cumberland,VA | CUMBERLAND,51049
VA,DANVILLE CITY,Danville city,VA | DANVILLE CITY,51590
VA,DICKENSON,Dickenson,VA | DICKENSON,51051
VA,DINWIDDIE,Dinwiddie,VA | DINWIDDIE,51053
VA,EMPORIA,Emporia city,VA | EMPORIA CITY,51595
VA,ESSEX,Essex,VA | ESSEX,51057
VA,FAIRFAX,Fairfax,VA | FAIRFAX,51059
VA,FAIRFAX CITY,Fairfax city,VA | FAIRFAX CITY,51600
VA,FALLS CHURCH CITY,Falls Church city,VA | FALLS CHURCH CITY,51610
VA,FAUQUIER,Fauquier,VA | FAUQUIER,51061
VA,FLOYD,Floyd,VA | FLOYD,51063
VA,FLUVANNA,Fluvanna,VA | FLUVANNA,51065
VA,FRANKLIN,Franklin,VA | FRANKLIN,51067
VA,FRANKLIN CITY,Franklin city,VA | FRANKLIN CITY,51620
VA,FREDERICK,Frederick,VA | FREDERICK,51069
VA,FREDERICKSBURG CITY,Fredericksburg city,VA | FREDERICKSBURG CITY,51630
VA,GALAX CITY,Galax city,VA | GALAX CITY,51640
VA,GILES,Giles,VA | GILES,51071
VA,GLOUCESTER,Gloucester,VA | GLOUCESTER,51073
VA,GOOCHLAND,Goochland,VA | GOOCHLAND,51075
VA,GRAYSON,Grayson,VA | GRAYSON,51077
VA,GREENE,Greene,VA | GREENE,51079
VA,GREENSVILLE,Greensville,VA | GREENSVILLE,51081
VA,HALIFAX,Halifax,VA | HALIFAX,51083
VA,HAMPTON CITY,Hampton city,VA | HAMPTON CITY,51650
VA,HANOVER,Hanover,VA | HANOVER,51085
VA,HARRISONBURG CITY,Harrisonburg city,VA | HARRISONBURG CITY,51660
VA,HENRICO,Henrico,VA | HENRICO,51087
VA,HENRY,Henry,VA | HENRY,51089
VA,HIGHLAND,Highland,VA | HIGHLAND,51091
VA,HOPEWELL CITY,Hopewell city,VA | HOPEWELL CITY,51670
VA,ISLE OF WIGHT,Isle of Wight,VA | ISLE OF WIGHT,51093
VA,JAMES CITY,James City,VA | JAMES CITY,51095
VA,KING AND QUEEN,King and Queen,VA | KING AND QUEEN,51097
VA,KING GEORGE,King George,VA | KING GEORGE,51099
VA,KING WILLIAM,King William,VA | KING WILLIAM,51101
VA,LANCASTER,Lancaster,VA | LANCASTER,51103
VA,LEE,Lee,VA | LEE,51105
VA,LEXINGTON CITY,Lexington city,VA | LEXINGTON CITY,51678
VA,LOUDOUN,Loudoun,VA | LOUDOUN,51107
VA,LOUISA,Louisa,VA | LOUISA,51109
VA,LUNENBURG,Lunenburg,VA | LUNENBURG,51111
VA,LYNCHBURG CITY,Lynchburg city,VA | LYNCHBURG CITY,51680
VA,MADISON,Madison,VA | MADISON,51113
VA,MANASSAS CITY,Manassas city,VA | MANASSAS CITY,51683
VA,MANASSAS PARK CITY,Manassas Park city,VA | MANASSAS PARK CITY,51685
VA,MARTINSVILLE CITY,Martinsville city,VA | MARTINSVILLE CITY,51690
VA,MATHEWS,Mathews,VA | MATHEWS,51115
VA,MECKLENBURG,Mecklenburg,VA | MECKLENBURG,51117
VA,MIDDLESEX,Middlesex,VA | MIDDLESEX,51119
VA,MONTGOMERY,Montgomery,VA | MONTGOMERY,51121
VA,NELSON,Nelson,VA | NELSON,51125
VA,NEW KENT,New Kent,VA | NEW KENT,51127
VA,NEWPORT NEWS CITY,Newport News city,VA | NEWPORT NEWS CITY,51700
VA,NORFOLK CITY,Norfolk city,VA | NORFOLK CITY,51710
VA,NORTHAMPTON,Northampton,VA | NORTHAMPTON,51131
VA,NORTHUMBERLAND,Northumberland,VA | NORTHUMBERLAND,51133
VA,NORTON CITY,Norton city,VA | NORTON CITY,51720
VA,NOTTOWAY,Nottoway,VA | NOTTOWAY,51135
VA,ORANGE,Orange,VA | ORANGE,51137
VA,PAGE,Page,VA | PAGE,51139
VA,PATRICK,Patrick,VA | PATRICK,51141
VA,PETERSBURG CITY,Petersburg city,VA | PETERSBURG CITY,51730
VA,PITTSYLVANIA,Pittsylvania,VA | PITTSYLVANIA,51143
VA,POQUOSON CITY,Poquoson city,VA | POQUOSON CITY,51735
VA,PORTSMOUTH CITY,Portsmouth city,VA | PORTSMOUTH CITY,51740
VA,POWHATAN,Powhatan,VA | POWHATAN,51145
VA,PRINCE EDWARD,Prince Edward,VA | PRINCE EDWARD,51147
VA,PRINCE GEORGE,Prince George,VA | PRINCE GEORGE,51149
VA,PRINCE WILLIAM,Prince William,VA | PRINCE WILLIAM,51153
VA,PULASKI,Pulaski,VA | PULASKI,51155
VA,RADFORD,Radford city,VA | RADFORD CITY,51750
VA,RAPPAHANNOCK,Rappahannock,VA | RAPPAHANNOCK,51157
VA,RICHMOND,Richmond,VA | RICHMOND,51159
VA,RICHMOND CITY,Richmond city,VA | RICHMOND CITY,51760
VA,ROANOKE,Roanoke,VA | ROANOKE,51161
VA,ROANOKE CITY,Roanoke city,VA | ROANOKE CITY,51770
VA,ROCKBRIDGE,Rockbridge,VA | ROCKBRIDGE,51163
VA,ROCKINGHAM,Rockingham,VA | ROCKINGHAM,51165
VA,RUSSELL,Russell,VA | RUSSELL,51167
VA,SALEM,Salem city,VA | SALEM CITY,51775
VA,SCOTT,Scott,VA | SCOTT,51169
VA,SHENANDOAH,Shenandoah,VA | SHENANDOAH,51171
VA,SMYTH,Smyth,VA | SMYTH,51173
VA,SOUTHAMPTON,Southampton,VA | SOUTHAMPTON,51175
VA,SPOTSYLVANIA,Spotsylvania,VA | SPOTSYLVANIA,51177
VA,STAFFORD,Stafford,VA | STAFFORD,51179
VA,STAUNTON CITY,Staunton city,VA | STAUNTON CITY,51790
VA,SUFFOLK CITY,Suffolk city,VA | SUFFOLK CITY,51800
VA,SURRY,Surry,VA | SURRY,51181
VA,SUSSEX,Sussex,VA | SUSSEX,51183
VA,TAZEWELL,Tazewell,VA | TAZEWELL,51185
VA,VIRGINIA BEACH CITY,Virginia Beach city,VA | VIRGINIA BEACH CITY,51810
VA,WARREN,Warren,VA | WARREN,51187
VA,WASHINGTON,Washington,VA | WASHINGTON,51191
VA,WAYNESBORO CITY,Waynesboro city,VA | WAYNESBORO CITY,51820
VA,WESTMORELAND,Westmoreland,VA | WESTMORELAND,51193
VA,WILLIAMSBURG CITY,Williamsburg city,VA | WILLIAMSBURG CITY,51830
VA,WINCHESTER CITY,Winchester city,VA | WINCHESTER CITY,51840
VA,WISE,Wise,VA | WISE,51195
VA,WYTHE,Wythe,VA | WYTHE,51197
VA,YORK,York,VA | YORK,51199
VI,SAINT CROIX,,,
VI,SAINT JOHN,,,
VI,SAINT THOMAS,,,
VT,ADDISON,Addison,VT | ADDISON,50001
VT,BENNINGTON,Bennington,VT | BENNINGTON,50003
VT,CALEDONIA,Caledonia,VT | CALEDONIA,50005
VT,CHITTENDEN,Chittenden,VT | CHITTENDEN,50007
VT,ESSEX,Essex,VT | ESSEX,50009
VT,FRANKLIN,Franklin,VT | FRANKLIN,50011
VT,GRAND ISLE,Grand Isle,VT | GRAND ISLE,50013
VT,LAMOILLE,Lamoille,VT | LAMOILLE,50015
VT,ORANGE,Orange,VT | ORANGE,50017
VT,ORLEANS,Orleans,VT | ORLEANS,50019
VT,RUTLAND,Rutland,VT | RUTLAND,50021
VT,WASHINGTON,Washington,VT | WASHINGTON,50023
VT,WINDHAM,Windham,VT | WINDHAM,50025
VT,WINDSOR,Windsor,VT | WINDSOR,50027
WA,ADAMS,Adams,WA | ADAMS,53001
WA,ASOTIN,Asotin,WA | ASOTIN,53003
WA,BENTON,Benton,WA | BENTON,53005
WA,CHELAN,Chelan,WA | CHELAN,53007
WA,CLALLAM,Clallam,WA | CLALLAM,53009
WA,CLARK,Clark,WA | CLARK,53011
WA,COLUMBIA,Columbia,WA | COLUMBIA,53013
WA,COWLITZ,Cowlitz,WA | COWLITZ,53015
WA,DOUGLAS,Douglas,WA | DOUGLAS,53017
WA,FERRY,Ferry,WA | FERRY,53019
WA,FRANKLIN,Franklin,WA | FRANKLIN,53021
WA,GARFIELD,Garfield,WA | GARFIELD,53023
WA,GRANT,Grant,WA | GRANT,53025
WA,GRAYS HARBOR,Grays Harbor,WA | GRAYS HARBOR,53027
